,original label,attacked label,original premise,original hypothesis,transformed,attack
10,1,1,"""Военнослужащие ВМС Израиля в субботу высадились на судно """"Эстель"""", перевозившее активистов в сектор Газа, передает агентство АФП. Источник в израильском военном командовании сообщил агентству, что военные захватили контроль над судном. По его словам, в ходе этой операции силу применять не пришлось, так как никто из активистов не стал оказывать сопротивление.""",Военные захватили контроль над судном.,. над контроль Военные судном захватили,succeeded
11,0,0,"Женщина попросила личным заявлением освободить ее от должности главы министерства государственного имущества республики по собственному желанию, что и было сделано в течении нескольких минут.",Женщина ушла без заявления.,без заявления ушла Женщина .,succeeded
12,0,0,"Я давно хотела слепить снежный мотоцикл, но вот мы только собрались, примерились к этой куче, а я глянула и поняла, что вижу там только Будду. Доброго такого, пузатого, довольного и умиротворенного, - рассказывает Дарья. - Пока делали, несколько раз приходилось объяснять соседям, что это не развратная женщина, потому что начали с ног.",Снежный Будда сразу понравился соседям.,соседям Снежный понравился сразу Будда .,succeeded
13,0,0,"Концерт стал знаменателен и тем, что во время выступления певица презентовала свой новый альбом.",Во время концертов певица всегда презентует свои новые альбомы.,Во . презентует свои певица альбомы всегда время новые концертов,succeeded
14,0,1,"Документы снова вернутся на рассмотрение, поскольку Верховный суд поддержал апелляцию прокуратуры на оправдательный приговор.",Верховный суд завернул апелляцию.,апелляцию Верховный . завернул суд,failed
15,0,0,"Затем машину откинуло на полосу встречного движения на Isuzu Forward. - В результате аварии водитель автомобиля Nissan Tino и его два пассажира, среди которых была малолетняя девочка, от полученных травм скончались на месте происшествия, - сообщили «КП-Владивосток» в прокуратуре Приморского края. Суд слушался в особом порядке так как обвиняемый полностью признал свою вину.",Авария произошла в лесу.,произошла . лесу в Авария,succeeded
16,1,0,"""Сулейманов подчеркнул, что по тонкому льду нельзя ездить на таком примитивном средстве, как мотобуксировщик. Если снегоход еще может проскочить опасное место, то """"мотособака"""" тянет как якорь в любую полынью. - Но рыбаки и дачники активно используют эти машины, потому что стоят они недорого, просты в управлении - к примитивному мотору с ручкой цепляются любые сани.""","Сулейманов объяснил, чем мотобуксировщик опаснее снегохода.","мотобуксировщик снегохода , чем объяснил Сулейманов . опаснее",failed
17,0,0,"В какой-то момент между ними возникла ссора, и тогда он несколько раз ударил ножом собутыльника. От полученных ранений потерпевший скончался на месте происшествия. - Во время допроса злоумышленник так и не смог вспомнить причину ссоры, поскольку был сильно пьян.",Потерпевший скончался еще до ссоры.,еще до скончался Потерпевший ссоры .,succeeded
18,0,0,"Мы попытались это сделать в МГУ. Сначала проложили по дороге. Вынуждены были убрать, потому что невозможно.","Сперва мы проложили по дороге, затем оставили.",". мы дороге , оставили затем Сперва проложили по",succeeded
19,0,0,"""Второй тайм начался в том же стиле: игроки """"Зенита"""" буквально не вылезали из положения вне игры или отправляли мячи в сторону трибун, а футболисты """"Андерлехта"""" выдавали неприятные контратаки. Так прошел час игры, Спалетти решил добавить команде движения и остроты и выпустил Быстрова. Это действительно помогло, потому что у команды сразу начали получаться неплохие атаки, а бельгийцам пришлось отойти назад.""",Второй тайм резко отличался от первого.,отличался тайм Второй . первого от резко,succeeded
20,0,0,"В квартире на 2 этаже находился 70-летний хозяин, когда неожиданно раздался громкий хлопок и погас свет. Оказавшись на кухне, мужчина увидел огонь. После попытки самостоятельно потушить пламя хозяин попытался выйти наружу, потому что из-за дыма стало нечем дышать.",На кухне сушился хлопок.,сушился кухне . хлопок На,succeeded
21,0,1,"""В кассах с утра продавали билеты без предъявления паспорта, а перед самой игрой кассиры решили переписывать данные с документов, что является нарушением закона о сохранении персональных данных. """"После вмешательства РФПЛ и лично Александра Мейтина такой вид реализации билетов был прекращен. А вот на действия полиции это не повлияло, так как им никто не указ"""".""",Кассиры сознательно нарушали закон о сохранении персональных данных.,закон о . нарушали данных сознательно персональных Кассиры сохранении,failed
22,0,0,"В Ростовской области спасатели обнародовали количество жителей, которые окунулись на Крещение.",В Ростовской области подсчитали утонувших на Крещение.,на Крещение Ростовской утонувших подсчитали В области .,succeeded
23,1,1,"2 августа пьяные приятели, шагая по грунтовке, увидели оставленную без присмотра «Ниву». Ребята искали кого-нибудь, чтобы вытащить застрявший неподалеку автомобиль своей подруги, но ждать или искать хозяина внедорожника не стали: просто разбили стекло.",Неподалеку застрял автомобиль их подруги.,. автомобиль подруги застрял Неподалеку их,succeeded
24,1,1,"Народ уже задумывается, куда отправится повеселиться.",Народ готовится повеселиться.,. готовится повеселиться Народ,succeeded
25,0,0,"В зарубежной практике примеров подобной нормы, по его мнению, не встречается. В мировой практике акционерное соглашение дополняет или замещает некоторые элементы учредительных документов. Делается это в том числе для того, чтобы сохранить некоторые положения соглашений конфиденциальными, поскольку учредительные документы доступны широкому кругу лиц.",В мировой практике акционерное соглашение только дополняет некоторые элементы учредительных документов.,В некоторые акционерное практике мировой дополняет соглашение только элементы . документов учредительных,succeeded
26,1,0,"Многие уже привыкли, что синоптики не раз объявляли оранжевый уровень опасности летом и осенью.",Синоптики объявляли оранжевый уровень опасности не раз.,объявляли опасности раз оранжевый уровень не Синоптики .,failed
27,0,0,"""Гитлера в военной Германии для гер Шмидта тоже не существует, он его отрицает, как Бога. Прямого противостояния между Капитаном и Шмидтом, понятное дело,  не возникает, уж слишком о разных вещах думают эти герои. В """"Первом мстителе"""", кажется, вообще мало кто думает, потому что у них в этой истории, как у пьяного -  что на уме, то и на языке.""","""В """"Первом мстителе"""" никто не думает.""",'' `` Первом . '' '' никто думает '' мстителе не В ``,succeeded
28,1,1,"""""""В магазинах очереди"""", - рассказала агентству одна из очевидцев, приехавших из Краснодара. Пожилая женщина рассказала, что когда началось наводнение, в доме кроме нее были только двухлетний внук, кошка и собака. Она их подняла на крышу сарая, а сама туда забираться не стала, поскольку побоялась обрушения.""",Пожилая женщина пострадала от наводнения.,от Пожилая . пострадала женщина наводнения,succeeded
29,1,1,"Мне очень жаль, если мои слова восприняли как оскорбление юбилея русского хоккея. Я глубоко уважаю ваш хоккей и хочу поздравить его со знаменательной датой. Русский хоккей всегда занимал одну из главных ролей в мире, и я хочу, чтобы у него было столь же светлое будущее.",Я желаю русскому хоккею светлого будущего.,светлого Я будущего хоккею русскому . желаю,succeeded
30,0,0,"Для нашего региона мясной проект имеет не только экономическое значение, но и играет огромную социальную роль.",Мясной проект сыграл свою роль и будет закрыт.,проект будет роль сыграл . Мясной закрыт свою и,succeeded
31,1,1,"""Как отмечается в сообщении, данная информация опубликована на странице """"Обращение за визой США"""", а также при входе в консульский отдел посольства. Как ранее разъяснили в посольстве США, при обращении за визой на сайте  заявители видят объявление, в котором говорится: """"Пожалуйста, примите во внимание: не разрешается проносить (а) электронные устройства (за исключением мобильного телефона, размеры которого не превышают 3см X 13см Х 6см); (б) предметы, которые могут быть использованы как оружие; (с) большие сумки, включая портфели, рюкзаки, чемоданы, спортивные сумки и т.п. Поскольку сотрудники посольства не принимают на хранение такие предметы, их владельцам может быть запрещен вход в здание Посольства"""".""",В Посольство США с планшетом не пройдешь.,Посольство . США В пройдешь не планшетом с,succeeded
32,1,1,"""""""Я не вижу другого основания скликать правозащитную публику"""". Резник сообщил, что в его приглашении начало встречи указано в 16:30 мск в пятницу. """"Интересно, каким образом будет происходить встреча, поскольку, чтобы попасть в транзитную зону, надо пересекать границу"""".""","Резник рассказал, что написано в его приглашении.","что рассказал его написано . Резник в , приглашении",succeeded
33,1,1,"На заседании областного Совета при губернаторе по развитию физической культуры и спорта чиновники отметили, что прошедший год был для отрасли успешным.",В областном Совете при губернаторе прошло заседание по развитию физической культуры и спорта.,физической областном Совете спорта губернаторе при прошло . и по заседание культуры В развитию,succeeded
34,0,0,"Приятная новость для тех, кто задумывался об ипотеке, но по разным причинам пока не решался: банковский сектор чутко реагирует на ситуацию и старается предлагать более широкие возможности для клиентов.",Есть плохая новость.,плохая Есть новость .,succeeded
35,1,0,"""""""Сегодня поисковая операция была прекращена, так как она стала слишком опасной"""", - сказал он на условиях анонимности.""",Поисковая операция продолжаться не будет.,будет Поисковая не операция . продолжаться,failed
36,0,0,"В первом периоде преимущество было на стороне наших хоккеистов, однако вратарь хозяев играл безупречно.",В первом периоде наши хоккеисты играли лучше вратаря хозяев.,. играли В вратаря хозяев лучше наши хоккеисты периоде первом,succeeded
37,0,0,"Предприниматели продолжают устанавливать незаконные постройки, однако власти города на примере Сенной площади уже доказали, что лучше не спорить и убрать свое добро самостоятельно.",Незаконные постройки устанавливать перестали.,перестали устанавливать постройки Незаконные .,succeeded
38,0,1,"Началось все со словесной перепалки, а закончилось рукоприкладством.",Словесная перебранка завершилась стрельбой.,перебранка Словесная . стрельбой завершилась,failed
39,0,0,"Компенсации полагаются каждому из 4234 пассажиров. Также не исключено, что некоторые пассажиры направят иски в суд с требованием о дополнительных компенсациях. В настоящий момент судно охраняется от возможных грабителей, поскольку на его борту остались материальные ценности.",Не каждому из пассажиров положена компенсация.,из пассажиров положена каждому Не . компенсация,succeeded
40,0,0,"Врачи диагностировали у мужчины перелом плеча и травму тела, которые оцениваются как вред здоровью средней тяжести.",У мужчины восстановилось плечо.,плечо мужчины восстановилось У .,succeeded
41,0,0,"Отметил День защитника отечества, называется.",День защитника отечества вызвал только приятные эмоции.,эмоции защитника . приятные отечества только День вызвал,succeeded
42,0,0,"Пострадавший пробирался между вагонами состава, когда поезд начал движение.",Пострадавший находился в километре от железной дороги.,Пострадавший километре . дороги находился в железной от,succeeded
43,1,0,"""""""Нам надо совместно проводить жесткую политику: этого не должно быть, мы не должны травить людей. На нашей стороне это карается жестко — это уголовно наказуемое деяние"""", — сказал он. Русый отметил, что если белорусские специалисты выявляют на рынке фальсифицированное продовольствие, тут же сообщают российским коллегам, потому что должна быть """"немедленная реакция"""".""","Белорусы не хотят, чтобы люди травились.","не чтобы Белорусы люди , травились хотят .",failed
44,1,1,"Всех пострадавших медики доставили в ближайшую больницу. Областной главк полиции сообщает, что водители находились в трезвом состоянии. По факту дорожного инцидента проводится проверка, после которой примут соответствующее процессуальное решение.",Пострадавшие попали в ближайшую клинику.,попали Пострадавшие . в клинику ближайшую,succeeded
45,0,0,"Это должно дать свой результат - поголовье птиц станет в два раза больше, считают специалисты.",Специалисты пересчитают поголовье птиц другим способом.,пересчитают Специалисты другим . птиц поголовье способом,succeeded
46,0,0,"Как только совы вылечатся, их отпустят в естественную среду. Самим фотографам грозит штраф. Напомним, в конце прошлого года инспекторы уже изымали сов у фотографов.",Совы уже здоровы.,уже здоровы Совы .,succeeded
47,1,1,"""""""Дай бог им здоровья"""", - добавил он. """"Но я предпочитаю меньше обращать на это внимания. Потому что, если придавать этому слишком много значения, это начнёт влиять на принятие решений"""".""",Он пожелал им здоровья.,им Он . здоровья пожелал,succeeded
48,0,0,"Недавно стало известно, что в общественном транспорте столицы и областных городов подорожает проезд.",Проезд подорожает только в общественном транспорте столицы.,Проезд . столицы только в подорожает транспорте общественном,succeeded
49,0,0,"Как рассказали «Комсомольской правде» в пресс-службе администрации Псковской области, квартиры получили семьи, которые раньше жили в аварийных домах.",Семьи уже переехали из аварийных домов в новые квартиры.,в . аварийных уже новые домов переехали из Семьи квартиры,succeeded
50,1,1,"""Патриарх Московский и всея Руси Кирилл призвал священников не участвовать в ток-шоу и не стремиться к """"мнимой популярности"""" в социальных сетях. """"Не дай Бог нам, людям церковным, соблазниться мнением о нас в блогах или даже в СМИ. Потому что, поступив так единожды, мы попадаем в ловушку и начинаем делать все, для того чтобы поддерживать сложившийся рейтинг"""".""",Патриарх Московский и всея Руси Кирилл призвал священников отказаться от участия в ток-шоу.,призвал участия Руси и ток-шоу отказаться всея в от Московский священников Патриарх Кирилл .,succeeded
51,0,0,"Силовики также разберутся, как удалось получить разрешение на строительство у мэрии города.",Разрешение на строительство у мэрии города получить не удалось.,получить мэрии строительство Разрешение на у удалось . не города,succeeded
52,0,1,"К спасательной операции подключились силы Национальной гвардии США и дополнительные полицейские подразделения. На грузовиках они подвезли провиант и воду в районы у восточных склонов Скалистых гор, которые в данный момент оказались полностью блокированы в результате разлива рек. Работы осложняются, так как многие дороги оказались непроходимы из-за оползней, спровоцированных разливом воды.",В Европе наводнение.,. В наводнение Европе,failed
53,1,1,"Животное пыталось выбраться, но сил уже не хватало. Девушки подбежали к проруби, начали подзывать собаку к себе. Когда она подплыла поближе, они вытащили ее из воды.",Собака попала в прорубь.,попала Собака . в прорубь,succeeded
54,0,0,"Проверке подверглись всего четыре торговых точки, поскольку лицензии на продажу подобных изделий есть только в этих магазинах.",Четыре остальных магазина работают без лицензии.,Четыре работают . остальных магазина без лицензии,succeeded
55,1,1,"Напомним, их обвиняют в получении взяток и посредничестве во взяточничестве.",Им предъявляют обвинения.,Им предъявляют обвинения .,succeeded
56,1,1,"Трижды он был привлечён судебным приставом к административной ответственности по ст. 17.15 КоАП РФ за неисполнение содержащихся в исполнительном документе требований неимущественного характера. Так как срок для добровольного исполнения истёк, пристрой снесли принудительно.",Пристрой был снесен.,был Пристрой снесен .,succeeded
57,1,1,"Рождество Христово - время радости, и этой радостью хочется делиться со всеми, а особенно с теми, кто в ней нуждается: одинокими стариками, мамами, попавшими в трудную ситуацию, - рассказали в хабаровской епархии.",Рождество - радостное время.,время Рождество - . радостное,succeeded
58,0,0,"Для молодого организма это не прошло бесследно. Резкое токсическое воздействие этанола привело к смерти парня. Его тело обнаружила бабушка, которая вернулась на следующий день.",Молодой организм стал сильнее от этанола.,. организм от этанола сильнее Молодой стал,succeeded
59,0,1,"После праздников электрички области начнут циркулировать по новому расписанию, сообщают в Самарской пригородной пассажирской компании.",В Самарской области сохранится прежнее расписание электричек.,прежнее Самарской расписание В . сохранится электричек области,failed
60,0,0,"""По его словам, три вагона сошли с колеи по одной оси на грузовой ветке в районе Белоострова. """"Пострадавших и технологических разрушений нет. Задержек в следовании поездов тоже, поскольку по этой линии пассажирские составы не ходят"""", - сказал собеседник.""",Ничего не случилось только на железной дороге в районе Белоострова.,дороге в Ничего районе только . железной на не Белоострова случилось,succeeded
61,0,1,Учредителем центра стала Государственная канцелярия.,Государственная канцелярия выступила перед учредителем.,Государственная . перед канцелярия учредителем выступила,failed
62,0,1,"Со своими лопатами, совками, ведрами пришли целые семьи, рабочие коллективы, школьные классы. Длина замкнутой стены получилась 116 метров, высота в самой низкой части - 150 сантиметров. Строить было нелегко, так как на улице стоит мороз.",Стену строили всего несколько человек.,строили несколько всего . человек Стену,failed
63,1,1,"""""""Это - финальный аккорд предвыборной кампании"""", - сказал В.Бурматов в четверг, которого цитирует сайт """"Единой России"""". По мнению депутата, митинг демонстрирует, что не только содержательная повестка дня, но и улица полностью перехвачена пропутинскими силами. """"И ни о каких оранжевых сценариях говорить уже просто не придется, потому что улица занята нами"""", - заявил парламентарий.""","По мнению депутата, повестка дня перехвачена путинскими силами.","путинскими перехвачена депутата По дня . силами мнению , повестка",succeeded
64,1,1,"""""""Только что я покинул территорию колонии, где находится Маша, и могу сообщить, что ее перевели в изолированный блок медицинской части, где обычно содержатся инфекционные больные"""", - сообщил """"Интерфаксу"""" муж второй участницы группы Надежды Толоконниковой Петр Верзилов. По его словам, во вторник пошли седьмые сутки голодовки Алехиной. Решением администрации колонии она была направлена для наблюдения медиков, так как, по их мнению, ее физическое состояние ухудшилось.""",Мария Алехина направлена для наблюдения медиков.,Мария для направлена медиков Алехина наблюдения .,succeeded
65,0,0,"Малыш, которому исполнилось всего один месяц от роду, скончался от острого отравления алкоголем. Как выяснилось в ходе доследственной проверки, вечером накануне гибели ребенка мать захотела выпить спиртного. Муж не мог ее остановить, потому что в это время был на работе.",Мать не успела выпить спиртного.,не успела спиртного . Мать выпить,succeeded
66,0,0,"Если посмотреть соотношение EBITDA по нашим компаниям, то они существенно ниже, чем у зарубежных. Почему? Потому что правила работы отрасли все время меняются, и инвесторы сейчас боятся вкладывать в отрасль деньги.",Инвесторы готовы к риску.,Инвесторы к готовы риску .,succeeded
67,1,1,"В Ростовской области спасатели обнародовали количество жителей, которые окунулись на Крещение.",В Ростовской области подсчитали окунувшихся на Крещение.,окунувшихся на области подсчитали . В Крещение Ростовской,succeeded
68,1,1,"Выпивали, веселились, после чего вспыхнула ссора. Гости набросились на хозяйку и избили. Осознав, чем это может грозить, мужчины решили скрыть следы преступления.","Выпивали, веселились, побили хозяйку и испугались содеянного.","и содеянного хозяйку , испугались . побили Выпивали веселились ,",succeeded
69,0,0,"Соцзащита населения выделила транспорт, врача. Приехали — все рассказал губернатору. Губернатор сказал, что помогут, выделят деньги.",Губернатор не обещал материальную помощь.,Губернатор помощь обещал не материальную .,succeeded
70,1,0,"Прибывшие на место стражи порядка следов взлома не обнаружили. Однако установили, что злоумышленник проник в помещение через незапертую форточку. На окне он оставил свои отпечатки пальцев, по которым полицейские и нашли причастного к краже мужчину.",Стражи порядка осмотрели форточку.,. Стражи форточку осмотрели порядка,failed
71,1,1,Таксист поблагодарил водителя трамвая за помощь.,Таксисту помог водитель трамвая.,помог водитель трамвая Таксисту .,succeeded
72,1,0,"В случившееся трудно поверить. Произошла огромная трагедия. Уверен, причины будут установлены, но людей не вернёшь.",Люди погибли и их не вернешь.,Люди их и погибли . вернешь не,failed
73,1,1,"""Ростуризм завершает формальности для транспортировки тел погибших в Альпах российских туристов, сообщили агентству """"Интерфакс-Юг"""" в Южном региональном центре МЧС России. """"Все формальности сейчас решаются. Здесь проблем не будет, так как туристы были застрахованы.""",В Альпах погибли туристы из России.,туристы Альпах России В погибли . из,succeeded
74,0,0,"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.",У меня не осталось даже футбола.,. даже осталось У футбола не меня,succeeded
75,1,1,"Об этом «Комсомольской правде»-Красноярск сообщили в пресс-службе краевого следственного комитета. Как доказали следствие и суд, эта женщина, используя свое служебное положение, устроила на работу учителями четверых своих знакомых. Но фактически те не работали, а их зарплату снимала с карт сама директор.",Женщина совершила подлог.,. подлог Женщина совершила,succeeded
76,0,0,"Злостный алиментщик решил провернуть незаконную сделку, чтобы не попасть в поле зрения судебных приставов.",Алиментщик находился в поле зрения судебных приставов.,находился приставов зрения в . поле Алиментщик судебных,succeeded
77,1,1,"Я сегодня первый раз вышла. Когда волна недовольства только начинала подниматься, я как-то равнодушно к этому отнеслась. Тогда муж сказал, что хочет пойти на Болотную - даже пыталась его отговорить, так как очень испугалась, что его могут замести.",Я пыталась отговорить мужа.,. пыталась отговорить мужа Я,succeeded
78,1,0,"""ЛГБТ-активисту Николаю Алексееву, который был признан виновным в пропаганде гомосексуализма, стоит обратиться в Конституционный суд РФ, считает член Общественной палаты РФ, президент адвокатской палаты Москвы Генри Резник. """"Николаю Алексееву надо идти обжаловать вынесенное решение в кассационном суде, а затем обращаться в Конституционный суд, который, скорее всего, признает питерский закон о запрете пропаганды гомосексуализма неконституционным"""", - сказал Резник в пятницу """"Интерфаксу"""". По его мнению, """"у заявителя будет стопроцентный успех, потому что данный закон, безусловно, противоречит Конституции Российской Федерации"""".""","Адвокат Генри Резник считает, что в Конституционном суде РФ ЛГБТ-активист успешно оспорит обвинение в пропаганде гомосексуализма.","в считает что . РФ пропаганде Генри Адвокат в суде успешно оспорит , Резник обвинение Конституционном ЛГБТ-активист гомосексуализма",failed
79,1,1,"""В церемонии приняли участие премьер-министр РФ Дмитрий Медведев и мэр столицы Сергей Собянин. """"Мы думаем здесь лестницу сделать, чтобы иногда можно было подниматься наверх"""", - сказал Собянин Медведеву. Градоначальник отметил, что лифт лучше в данном случае не делать, так как это очень сложное инженерное сооружение.""",Собянин и Медведев участвовали в церемонии.,церемонии участвовали . в и Собянин Медведев,succeeded
80,1,1,"Хозяин авто рассказал оперативникам, что приехал на машине в гости к знакомому.",Оперативники пообщались с хозяином машины.,с хозяином . машины пообщались Оперативники,succeeded
81,1,1,"""Коллектив вуза принял решение подать иски в суды о защите чести и достоинства института, подать заявление в прокуратуру с просьбой проверить процедуру мониторинга эффективности вузов и провести """"протестный митинг против политики министерства образования"""". Студенты РГТЭУ ранее бастовали две ночи подряд - с 18 по 20 декабря против того, что их институт попал в список вузов с признаками неэффективности. Забастовка была прекращена, поскольку у студентов появилась надежда, что с ситуацией разберутся в руководстве государства.""",Студенты РГТЭУ бастовали две ночи подряд.,Студенты ночи РГТЭУ подряд две . бастовали,succeeded
82,1,1,"""Калужские оперативники вернули в четверг медынской районной больнице Калужской области похищенный автомобиль """"скорой помощи"""", сообщает пресс-служба регионального управления МВД. Машину угнали в городе Медынь ночью 30 октября. Вычислить преступников по спутниковой системе слежения не представлялось возможным, так как она находилась в нерабочем состоянии.""","""У медынской районной больницы украли автомобиль """"скорой помощи"""".""",`` автомобиль '' украли '' больницы У . медынской '' скорой помощи '' районной ``,succeeded
83,0,1,"Мужчина, который ранее не раз был судим, на улице напал на подростка.",Мужчина ненавидел подростков.,подростков Мужчина . ненавидел,failed
84,0,0,"Врачи пытались спасти потерпевшего, но он умер в больнице. Сейчас подозреваемый задержан. Ведутся следственные действия.","Потерпевший умер, подозреваемый тоже.","подозреваемый Потерпевший , умер . тоже",succeeded
85,0,0,"В селе Доброе Липецкой области в огороде местной жительницы сотрудники полиции раскопали труп неизвестного человека, который уже превратился в скелет.",В огороде вырос труп.,В труп . огороде вырос,succeeded
86,0,0,"""""""Мы занимались школьным интернетом, теперь пришла пора позаниматься интернетом в общежитиях высших учебных заведений"""", - заявил Д.Медведев в четверг на совещании по вопросам социального положения студентов. Президент проводит совещание на базе Российского университета дружбы народов, где, по его словам, в учебных корпусах и общежитиях интернет есть, """"но так - далеко не везде"""".""",В вузах ограничат использование интернета.,В вузах ограничат . использование интернета,succeeded
87,1,0,"""По словам россиянина, перед ним стояла задача - финишировать впереди """"Форс Индии"""". """"Мы начали гонку на покрышках средней жесткости. И я старался отстоять свою позицию на старте, так как все в основном были на мягких шинах"""".""",Соперники выступали преимущественно на мягких шинах.,мягких Соперники на . шинах преимущественно выступали,failed
88,0,0,"""""""Несмотря на активное противодействие норвежских властей, справедливость в отношении Ирины Бергсет и Саши восторжествовала"""", - сказал адвокат. Младший сын Бергсет, который не имеет российского гражданства, по-прежнему остается в Норвегии. Вернуть его матери вряд ли удастся, поскольку он не имеет российского гражданства.""",Младший сын Бергсет - гражданин Франции.,сын Бергсет гражданин . - Младший Франции,succeeded
89,1,0,"Как утверждает сама Якуб, она познакомилась с бывшим главой МВФ летом 2012 г. — после окончания скандала вокруг ареста ДСК по обвинению в изнасиловании горничной нью-йоркского отеля Sofitel Нафиссату Диалло. Уголовное дело тогда развалилось, поскольку обвинение не смогло доказать достоверность показаний потерпевшей.",Потерпевшая дала показания.,Потерпевшая показания . дала,failed
90,1,1,"Похищенные деньги, как выяснилось, женщина успела потратить. Украшения вернули пенсионерке. По факту кражи в полиции завели уголовное дело, ведется расследование.",Женщина сумела обокрасть пенсионерку.,пенсионерку сумела Женщина . обокрасть,succeeded
91,0,1,"Это предполагает законопроект о фонде субсидирования предприятий, которые создают новые рабочие места, рассмотренный комиссией по сельскому хозяйству и пищевой промышленности и предложенный парламенту.",Законопроект завернула комиссия по сельскому хозяйству.,сельскому завернула . по хозяйству Законопроект комиссия,failed
92,0,0,"Но когда злоумышленник пришел к себе домой, то понял, что потерял свой телефон, вырывая сумку из рук пенсионерки.",Пенсионерка украла у злоумышленника телефон.,телефон украла у . злоумышленника Пенсионерка,succeeded
93,1,1,"""""""Мы однозначно обжалуем это предостережение. Сейчас обсуждаем этот вопрос с юристами"""", - сказала глава Transparency International-R Елена Панфилова в пятницу """"Интерфаксу"""". """"Нас предупредили, что в случае получения какого-либо финансирования из-за рубежа мы должны будем зарегистрироваться в качестве иностранного агента, поскольку занимаемся политической деятельностью"""".""","""""""Мы занимаемся политической деятельностью"""".""",. '' '' Мы '' политической `` занимаемся '' деятельностью ``,succeeded
94,1,0,"В городе Ветлуга Нижегородской области на пожаре погибла пенсионерка. По данным регионального ГУ МЧС, частный дом на улице Урицкого загорелся во втором часу ночи. Поскольку все спали, пожар заметили поздно, драгоценное время было упущено.",Все спали и не видели пожара.,и видели спали пожара Все . не,failed
