,original label,attacked label,original premise,original hypothesis,transformed,attack
10,1,0.0,"""Военнослужащие ВМС Израиля в субботу высадились на судно """"Эстель"""", перевозившее активистов в сектор Газа, передает агентство АФП. Источник в израильском военном командовании сообщил агентству, что военные захватили контроль над судном. По его словам, в ходе этой операции силу применять не пришлось, так как никто из активистов не стал оказывать сопротивление.""",Военные захватили контроль над судном.,контроль захватили военных над судном .,failed
11,0,0.0,"Женщина попросила личным заявлением освободить ее от должности главы министерства государственного имущества республики по собственному желанию, что и было сделано в течении нескольких минут.",Женщина ушла без заявления.,заявление ушла без женщины .,succeeded
12,0,0.0,"Я давно хотела слепить снежный мотоцикл, но вот мы только собрались, примерились к этой куче, а я глянула и поняла, что вижу там только Будду. Доброго такого, пузатого, довольного и умиротворенного, - рассказывает Дарья. - Пока делали, несколько раз приходилось объяснять соседям, что это не развратная женщина, потому что начали с ног.",Снежный Будда сразу понравился соседям.,Снежный соседи сразу понравился будде .,succeeded
13,0,0.0,"Концерт стал знаменателен и тем, что во время выступления певица презентовала свой новый альбом.",Во время концертов певица всегда презентует свои новые альбомы.,Во время певицы альбомы всегда презентует свои новые концерты .,succeeded
14,0,1.0,"Документы снова вернутся на рассмотрение, поскольку Верховный суд поддержал апелляцию прокуратуры на оправдательный приговор.",Верховный суд завернул апелляцию.,Верховный апелляция завернул суд .,failed
15,0,1.0,"Затем машину откинуло на полосу встречного движения на Isuzu Forward. - В результате аварии водитель автомобиля Nissan Tino и его два пассажира, среди которых была малолетняя девочка, от полученных травм скончались на месте происшествия, - сообщили «КП-Владивосток» в прокуратуре Приморского края. Суд слушался в особом порядке так как обвиняемый полностью признал свою вину.",Авария произошла в лесу.,лес произошла в аварии .,failed
16,1,,"""Сулейманов подчеркнул, что по тонкому льду нельзя ездить на таком примитивном средстве, как мотобуксировщик. Если снегоход еще может проскочить опасное место, то """"мотособака"""" тянет как якорь в любую полынью. - Но рыбаки и дачники активно используют эти машины, потому что стоят они недорого, просты в управлении - к примитивному мотору с ручкой цепляются любые сани.""","Сулейманов объяснил, чем мотобуксировщик опаснее снегохода.","Сулейманов объяснил, чем мотобуксировщик опаснее снегохода.",skipped
17,0,0.0,"В какой-то момент между ними возникла ссора, и тогда он несколько раз ударил ножом собутыльника. От полученных ранений потерпевший скончался на месте происшествия. - Во время допроса злоумышленник так и не смог вспомнить причину ссоры, поскольку был сильно пьян.",Потерпевший скончался еще до ссоры.,ссора скончался еще до потерпевшего .,succeeded
18,0,0.0,"Мы попытались это сделать в МГУ. Сначала проложили по дороге. Вынуждены были убрать, потому что невозможно.","Сперва мы проложили по дороге, затем оставили.","Сперва дорога проложили по нам , затем оставили .",succeeded
19,0,0.0,"""Второй тайм начался в том же стиле: игроки """"Зенита"""" буквально не вылезали из положения вне игры или отправляли мячи в сторону трибун, а футболисты """"Андерлехта"""" выдавали неприятные контратаки. Так прошел час игры, Спалетти решил добавить команде движения и остроты и выпустил Быстрова. Это действительно помогло, потому что у команды сразу начали получаться неплохие атаки, а бельгийцам пришлось отойти назад.""",Второй тайм резко отличался от первого.,Второй первое резко отличался от тайма .,succeeded
20,0,0.0,"В квартире на 2 этаже находился 70-летний хозяин, когда неожиданно раздался громкий хлопок и погас свет. Оказавшись на кухне, мужчина увидел огонь. После попытки самостоятельно потушить пламя хозяин попытался выйти наружу, потому что из-за дыма стало нечем дышать.",На кухне сушился хлопок.,На хлопке сушился кухня .,succeeded
21,0,0.0,"""В кассах с утра продавали билеты без предъявления паспорта, а перед самой игрой кассиры решили переписывать данные с документов, что является нарушением закона о сохранении персональных данных. """"После вмешательства РФПЛ и лично Александра Мейтина такой вид реализации билетов был прекращен. А вот на действия полиции это не повлияло, так как им никто не указ"""".""",Кассиры сознательно нарушали закон о сохранении персональных данных.,закон сознательно нарушали кассиры о сохранении персональных данных .,succeeded
22,0,0.0,"В Ростовской области спасатели обнародовали количество жителей, которые окунулись на Крещение.",В Ростовской области подсчитали утонувших на Крещение.,В Ростовской утонувших подсчитали области на Крещение .,succeeded
23,1,,"2 августа пьяные приятели, шагая по грунтовке, увидели оставленную без присмотра «Ниву». Ребята искали кого-нибудь, чтобы вытащить застрявший неподалеку автомобиль своей подруги, но ждать или искать хозяина внедорожника не стали: просто разбили стекло.",Неподалеку застрял автомобиль их подруги.,Неподалеку застрял автомобиль их подруги.,skipped
24,1,,"Народ уже задумывается, куда отправится повеселиться.",Народ готовится повеселиться.,Народ готовится повеселиться.,skipped
25,0,0.0,"В зарубежной практике примеров подобной нормы, по его мнению, не встречается. В мировой практике акционерное соглашение дополняет или замещает некоторые элементы учредительных документов. Делается это в том числе для того, чтобы сохранить некоторые положения соглашений конфиденциальными, поскольку учредительные документы доступны широкому кругу лиц.",В мировой практике акционерное соглашение только дополняет некоторые элементы учредительных документов.,В мировой соглашении акционерное элементы только дополняет некоторые практика учредительных документов .,succeeded
26,1,0.0,"Многие уже привыкли, что синоптики не раз объявляли оранжевый уровень опасности летом и осенью.",Синоптики объявляли оранжевый уровень опасности не раз.,уровень объявляли оранжевый разы опасности не синоптиков .,failed
27,0,1.0,"""Гитлера в военной Германии для гер Шмидта тоже не существует, он его отрицает, как Бога. Прямого противостояния между Капитаном и Шмидтом, понятное дело,  не возникает, уж слишком о разных вещах думают эти герои. В """"Первом мстителе"""", кажется, вообще мало кто думает, потому что у них в этой истории, как у пьяного -  что на уме, то и на языке.""","""В """"Первом мстителе"""" никто не думает.""",""" мстителе "" "" Первом ником "" "" в не думает . """,failed
28,1,0.0,"""""""В магазинах очереди"""", - рассказала агентству одна из очевидцев, приехавших из Краснодара. Пожилая женщина рассказала, что когда началось наводнение, в доме кроме нее были только двухлетний внук, кошка и собака. Она их подняла на крышу сарая, а сама туда забираться не стала, поскольку побоялась обрушения.""",Пожилая женщина пострадала от наводнения.,Пожилая наводнение пострадала от женщины .,failed
29,1,0.0,"Мне очень жаль, если мои слова восприняли как оскорбление юбилея русского хоккея. Я глубоко уважаю ваш хоккей и хочу поздравить его со знаменательной датой. Русский хоккей всегда занимал одну из главных ролей в мире, и я хочу, чтобы у него было столь же светлое будущее.",Я желаю русскому хоккею светлого будущего.,хоккей желаю русскому мне светлого будущего .,failed
30,0,0.0,"Для нашего региона мясной проект имеет не только экономическое значение, но и играет огромную социальную роль.",Мясной проект сыграл свою роль и будет закрыт.,Мясной роль сыграл свою проект и будет закрыт .,succeeded
31,1,0.0,"""Как отмечается в сообщении, данная информация опубликована на странице """"Обращение за визой США"""", а также при входе в консульский отдел посольства. Как ранее разъяснили в посольстве США, при обращении за визой на сайте  заявители видят объявление, в котором говорится: """"Пожалуйста, примите во внимание: не разрешается проносить (а) электронные устройства (за исключением мобильного телефона, размеры которого не превышают 3см X 13см Х 6см); (б) предметы, которые могут быть использованы как оружие; (с) большие сумки, включая портфели, рюкзаки, чемоданы, спортивные сумки и т.п. Поскольку сотрудники посольства не принимают на хранение такие предметы, их владельцам может быть запрещен вход в здание Посольства"""".""",В Посольство США с планшетом не пройдешь.,В планшет США с посольством не пройдешь .,failed
32,1,,"""""""Я не вижу другого основания скликать правозащитную публику"""". Резник сообщил, что в его приглашении начало встречи указано в 16:30 мск в пятницу. """"Интересно, каким образом будет происходить встреча, поскольку, чтобы попасть в транзитную зону, надо пересекать границу"""".""","Резник рассказал, что написано в его приглашении.","Резник рассказал, что написано в его приглашении.",skipped
33,1,1.0,"На заседании областного Совета при губернаторе по развитию физической культуры и спорта чиновники отметили, что прошедший год был для отрасли успешным.",В областном Совете при губернаторе прошло заседание по развитию физической культуры и спорта.,В областном заседании при губернаторе прошло совет по развитию физической культуры и спорта .,succeeded
34,0,,"Приятная новость для тех, кто задумывался об ипотеке, но по разным причинам пока не решался: банковский сектор чутко реагирует на ситуацию и старается предлагать более широкие возможности для клиентов.",Есть плохая новость.,Есть плохая новость.,skipped
35,1,,"""""""Сегодня поисковая операция была прекращена, так как она стала слишком опасной"""", - сказал он на условиях анонимности.""",Поисковая операция продолжаться не будет.,Поисковая операция продолжаться не будет.,skipped
36,0,0.0,"В первом периоде преимущество было на стороне наших хоккеистов, однако вратарь хозяев играл безупречно.",В первом периоде наши хоккеисты играли лучше вратаря хозяев.,В первом хоккеистах наши период играли лучше вратаря хозяев .,succeeded
37,0,,"Предприниматели продолжают устанавливать незаконные постройки, однако власти города на примере Сенной площади уже доказали, что лучше не спорить и убрать свое добро самостоятельно.",Незаконные постройки устанавливать перестали.,Незаконные постройки устанавливать перестали.,skipped
38,0,1.0,"Началось все со словесной перепалки, а закончилось рукоприкладством.",Словесная перебранка завершилась стрельбой.,Словесная стрельба завершилась перебранкой .,failed
39,0,,"Компенсации полагаются каждому из 4234 пассажиров. Также не исключено, что некоторые пассажиры направят иски в суд с требованием о дополнительных компенсациях. В настоящий момент судно охраняется от возможных грабителей, поскольку на его борту остались материальные ценности.",Не каждому из пассажиров положена компенсация.,Не каждому из пассажиров положена компенсация.,skipped
40,0,0.0,"Врачи диагностировали у мужчины перелом плеча и травму тела, которые оцениваются как вред здоровью средней тяжести.",У мужчины восстановилось плечо.,У плечо восстановилось мужчин .,succeeded
41,0,0.0,"Отметил День защитника отечества, называется.",День защитника отечества вызвал только приятные эмоции.,эмоции защитника отечества вызвал только приятные день .,succeeded
42,0,1.0,"Пострадавший пробирался между вагонами состава, когда поезд начал движение.",Пострадавший находился в километре от железной дороги.,километр находился в пострадавшем от железной дороги .,failed
43,1,,"""""""Нам надо совместно проводить жесткую политику: этого не должно быть, мы не должны травить людей. На нашей стороне это карается жестко — это уголовно наказуемое деяние"""", — сказал он. Русый отметил, что если белорусские специалисты выявляют на рынке фальсифицированное продовольствие, тут же сообщают российским коллегам, потому что должна быть """"немедленная реакция"""".""","Белорусы не хотят, чтобы люди травились.","Белорусы не хотят, чтобы люди травились.",skipped
44,1,1.0,"Всех пострадавших медики доставили в ближайшую больницу. Областной главк полиции сообщает, что водители находились в трезвом состоянии. По факту дорожного инцидента проводится проверка, после которой примут соответствующее процессуальное решение.",Пострадавшие попали в ближайшую клинику.,клиника попали в ближайшую пострадавших .,succeeded
45,0,0.0,"Это должно дать свой результат - поголовье птиц станет в два раза больше, считают специалисты.",Специалисты пересчитают поголовье птиц другим способом.,поголовье пересчитают способ птиц другим специалистами .,succeeded
46,0,,"Как только совы вылечатся, их отпустят в естественную среду. Самим фотографам грозит штраф. Напомним, в конце прошлого года инспекторы уже изымали сов у фотографов.",Совы уже здоровы.,Совы уже здоровы.,skipped
47,1,0.0,"""""""Дай бог им здоровья"""", - добавил он. """"Но я предпочитаю меньше обращать на это внимания. Потому что, если придавать этому слишком много значения, это начнёт влиять на принятие решений"""".""",Он пожелал им здоровья.,они пожелал здоровью его .,failed
48,0,0.0,"Недавно стало известно, что в общественном транспорте столицы и областных городов подорожает проезд.",Проезд подорожает только в общественном транспорте столицы.,транспорт подорожает только в общественном проезде столицы .,succeeded
49,0,0.0,"Как рассказали «Комсомольской правде» в пресс-службе администрации Псковской области, квартиры получили семьи, которые раньше жили в аварийных домах.",Семьи уже переехали из аварийных домов в новые квартиры.,домов уже переехали из аварийных квартиры в новые семьи .,succeeded
50,1,1.0,"""Патриарх Московский и всея Руси Кирилл призвал священников не участвовать в ток-шоу и не стремиться к """"мнимой популярности"""" в социальных сетях. """"Не дай Бог нам, людям церковным, соблазниться мнением о нас в блогах или даже в СМИ. Потому что, поступив так единожды, мы попадаем в ловушку и начинаем делать все, для того чтобы поддерживать сложившийся рейтинг"""".""",Патриарх Московский и всея Руси Кирилл призвал священников отказаться от участия в ток-шоу.,священники Московский и всея Руси Кирилл призвал патриарха отказаться от участия в ток-шоу .,succeeded
51,0,,"Силовики также разберутся, как удалось получить разрешение на строительство у мэрии города.",Разрешение на строительство у мэрии города получить не удалось.,Разрешение на строительство у мэрии города получить не удалось.,skipped
52,0,,"К спасательной операции подключились силы Национальной гвардии США и дополнительные полицейские подразделения. На грузовиках они подвезли провиант и воду в районы у восточных склонов Скалистых гор, которые в данный момент оказались полностью блокированы в результате разлива рек. Работы осложняются, так как многие дороги оказались непроходимы из-за оползней, спровоцированных разливом воды.",В Европе наводнение.,В Европе наводнение.,skipped
53,1,0.0,"Животное пыталось выбраться, но сил уже не хватало. Девушки подбежали к проруби, начали подзывать собаку к себе. Когда она подплыла поближе, они вытащили ее из воды.",Собака попала в прорубь.,прорубь попала в собаку .,failed
54,0,0.0,"Проверке подверглись всего четыре торговых точки, поскольку лицензии на продажу подобных изделий есть только в этих магазинах.",Четыре остальных магазина работают без лицензии.,Четыре остальных лицензии работают без магазина .,succeeded
55,1,1.0,"Напомним, их обвиняют в получении взяток и посредничестве во взяточничестве.",Им предъявляют обвинения.,обвинениям предъявляют их .,succeeded
56,1,,"Трижды он был привлечён судебным приставом к административной ответственности по ст. 17.15 КоАП РФ за неисполнение содержащихся в исполнительном документе требований неимущественного характера. Так как срок для добровольного исполнения истёк, пристрой снесли принудительно.",Пристрой был снесен.,Пристрой был снесен.,skipped
57,1,,"Рождество Христово - время радости, и этой радостью хочется делиться со всеми, а особенно с теми, кто в ней нуждается: одинокими стариками, мамами, попавшими в трудную ситуацию, - рассказали в хабаровской епархии.",Рождество - радостное время.,Рождество - радостное время.,skipped
58,0,,"Для молодого организма это не прошло бесследно. Резкое токсическое воздействие этанола привело к смерти парня. Его тело обнаружила бабушка, которая вернулась на следующий день.",Молодой организм стал сильнее от этанола.,Молодой организм стал сильнее от этанола.,skipped
59,0,0.0,"После праздников электрички области начнут циркулировать по новому расписанию, сообщают в Самарской пригородной пассажирской компании.",В Самарской области сохранится прежнее расписание электричек.,В Самарской расписании сохранится прежнее область электричек .,succeeded
60,0,0.0,"""По его словам, три вагона сошли с колеи по одной оси на грузовой ветке в районе Белоострова. """"Пострадавших и технологических разрушений нет. Задержек в следовании поездов тоже, поскольку по этой линии пассажирские составы не ходят"""", - сказал собеседник.""",Ничего не случилось только на железной дороге в районе Белоострова.,дороге не случилось только на железной ничего в районе Белоострова .,succeeded
61,0,1.0,Учредителем центра стала Государственная канцелярия.,Государственная канцелярия выступила перед учредителем.,Государственная учредитель выступила перед канцелярией .,failed
62,0,0.0,"Со своими лопатами, совками, ведрами пришли целые семьи, рабочие коллективы, школьные классы. Длина замкнутой стены получилась 116 метров, высота в самой низкой части - 150 сантиметров. Строить было нелегко, так как на улице стоит мороз.",Стену строили всего несколько человек.,человека строили всего несколько стена .,succeeded
63,1,,"""""""Это - финальный аккорд предвыборной кампании"""", - сказал В.Бурматов в четверг, которого цитирует сайт """"Единой России"""". По мнению депутата, митинг демонстрирует, что не только содержательная повестка дня, но и улица полностью перехвачена пропутинскими силами. """"И ни о каких оранжевых сценариях говорить уже просто не придется, потому что улица занята нами"""", - заявил парламентарий.""","По мнению депутата, повестка дня перехвачена путинскими силами.","По мнению депутата, повестка дня перехвачена путинскими силами.",skipped
64,1,,"""""""Только что я покинул территорию колонии, где находится Маша, и могу сообщить, что ее перевели в изолированный блок медицинской части, где обычно содержатся инфекционные больные"""", - сообщил """"Интерфаксу"""" муж второй участницы группы Надежды Толоконниковой Петр Верзилов. По его словам, во вторник пошли седьмые сутки голодовки Алехиной. Решением администрации колонии она была направлена для наблюдения медиков, так как, по их мнению, ее физическое состояние ухудшилось.""",Мария Алехина направлена для наблюдения медиков.,Мария Алехина направлена для наблюдения медиков.,skipped
65,0,,"Малыш, которому исполнилось всего один месяц от роду, скончался от острого отравления алкоголем. Как выяснилось в ходе доследственной проверки, вечером накануне гибели ребенка мать захотела выпить спиртного. Муж не мог ее остановить, потому что в это время был на работе.",Мать не успела выпить спиртного.,Мать не успела выпить спиртного.,skipped
66,0,0.0,"Если посмотреть соотношение EBITDA по нашим компаниям, то они существенно ниже, чем у зарубежных. Почему? Потому что правила работы отрасли все время меняются, и инвесторы сейчас боятся вкладывать в отрасль деньги.",Инвесторы готовы к риску.,риск готовы к инвесторам .,succeeded
67,1,0.0,"В Ростовской области спасатели обнародовали количество жителей, которые окунулись на Крещение.",В Ростовской области подсчитали окунувшихся на Крещение.,В Ростовской окунувшихся подсчитали области на Крещение .,failed
68,1,,"Выпивали, веселились, после чего вспыхнула ссора. Гости набросились на хозяйку и избили. Осознав, чем это может грозить, мужчины решили скрыть следы преступления.","Выпивали, веселились, побили хозяйку и испугались содеянного.","Выпивали, веселились, побили хозяйку и испугались содеянного.",skipped
69,0,0.0,"Соцзащита населения выделила транспорт, врача. Приехали — все рассказал губернатору. Губернатор сказал, что помогут, выделят деньги.",Губернатор не обещал материальную помощь.,помощь не обещал материальную губернатора .,succeeded
70,1,0.0,"Прибывшие на место стражи порядка следов взлома не обнаружили. Однако установили, что злоумышленник проник в помещение через незапертую форточку. На окне он оставил свои отпечатки пальцев, по которым полицейские и нашли причастного к краже мужчину.",Стражи порядка осмотрели форточку.,форточки порядка осмотрели стражу .,failed
71,1,1.0,Таксист поблагодарил водителя трамвая за помощь.,Таксисту помог водитель трамвая.,водителю помог таксист трамвая .,succeeded
72,1,,"В случившееся трудно поверить. Произошла огромная трагедия. Уверен, причины будут установлены, но людей не вернёшь.",Люди погибли и их не вернешь.,Люди погибли и их не вернешь.,skipped
73,1,0.0,"""Ростуризм завершает формальности для транспортировки тел погибших в Альпах российских туристов, сообщили агентству """"Интерфакс-Юг"""" в Южном региональном центре МЧС России. """"Все формальности сейчас решаются. Здесь проблем не будет, так как туристы были застрахованы.""",В Альпах погибли туристы из России.,В туристах погибли альпы из России .,failed
74,0,0.0,"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.",У меня не осталось даже футбола.,У футбол не осталось даже меня .,succeeded
75,1,1.0,"Об этом «Комсомольской правде»-Красноярск сообщили в пресс-службе краевого следственного комитета. Как доказали следствие и суд, эта женщина, используя свое служебное положение, устроила на работу учителями четверых своих знакомых. Но фактически те не работали, а их зарплату снимала с карт сама директор.",Женщина совершила подлог.,подлог совершила женщина .,succeeded
76,0,0.0,"Злостный алиментщик решил провернуть незаконную сделку, чтобы не попасть в поле зрения судебных приставов.",Алиментщик находился в поле зрения судебных приставов.,поле находился в алиментщике зрения судебных приставов .,succeeded
77,1,,"Я сегодня первый раз вышла. Когда волна недовольства только начинала подниматься, я как-то равнодушно к этому отнеслась. Тогда муж сказал, что хочет пойти на Болотную - даже пыталась его отговорить, так как очень испугалась, что его могут замести.",Я пыталась отговорить мужа.,Я пыталась отговорить мужа.,skipped
78,1,,"""ЛГБТ-активисту Николаю Алексееву, который был признан виновным в пропаганде гомосексуализма, стоит обратиться в Конституционный суд РФ, считает член Общественной палаты РФ, президент адвокатской палаты Москвы Генри Резник. """"Николаю Алексееву надо идти обжаловать вынесенное решение в кассационном суде, а затем обращаться в Конституционный суд, который, скорее всего, признает питерский закон о запрете пропаганды гомосексуализма неконституционным"""", - сказал Резник в пятницу """"Интерфаксу"""". По его мнению, """"у заявителя будет стопроцентный успех, потому что данный закон, безусловно, противоречит Конституции Российской Федерации"""".""","Адвокат Генри Резник считает, что в Конституционном суде РФ ЛГБТ-активист успешно оспорит обвинение в пропаганде гомосексуализма.","Адвокат Генри Резник считает, что в Конституционном суде РФ ЛГБТ-активист успешно оспорит обвинение в пропаганде гомосексуализма.",skipped
79,1,0.0,"""В церемонии приняли участие премьер-министр РФ Дмитрий Медведев и мэр столицы Сергей Собянин. """"Мы думаем здесь лестницу сделать, чтобы иногда можно было подниматься наверх"""", - сказал Собянин Медведеву. Градоначальник отметил, что лифт лучше в данном случае не делать, так как это очень сложное инженерное сооружение.""",Собянин и Медведев участвовали в церемонии.,церемония и Медведев участвовали в собянина .,failed
80,1,1.0,"Хозяин авто рассказал оперативникам, что приехал на машине в гости к знакомому.",Оперативники пообщались с хозяином машины.,хозяин пообщались с оперативниками машины .,succeeded
81,1,1.0,"""Коллектив вуза принял решение подать иски в суды о защите чести и достоинства института, подать заявление в прокуратуру с просьбой проверить процедуру мониторинга эффективности вузов и провести """"протестный митинг против политики министерства образования"""". Студенты РГТЭУ ранее бастовали две ночи подряд - с 18 по 20 декабря против того, что их институт попал в список вузов с признаками неэффективности. Забастовка была прекращена, поскольку у студентов появилась надежда, что с ситуацией разберутся в руководстве государства.""",Студенты РГТЭУ бастовали две ночи подряд.,ночь РГТЭУ бастовали две студентов подряд .,succeeded
82,1,1.0,"""Калужские оперативники вернули в четверг медынской районной больнице Калужской области похищенный автомобиль """"скорой помощи"""", сообщает пресс-служба регионального управления МВД. Машину угнали в городе Медынь ночью 30 октября. Вычислить преступников по спутниковой системе слежения не представлялось возможным, так как она находилась в нерабочем состоянии.""","""У медынской районной больницы украли автомобиль """"скорой помощи"""".""",""" У медынской районной автомобиля украли больница "" "" скорой помощи "" "" . """,succeeded
83,0,0.0,"Мужчина, который ранее не раз был судим, на улице напал на подростка.",Мужчина ненавидел подростков.,подростки ненавидел мужчины .,succeeded
84,0,,"Врачи пытались спасти потерпевшего, но он умер в больнице. Сейчас подозреваемый задержан. Ведутся следственные действия.","Потерпевший умер, подозреваемый тоже.","Потерпевший умер, подозреваемый тоже.",skipped
85,0,0.0,"В селе Доброе Липецкой области в огороде местной жительницы сотрудники полиции раскопали труп неизвестного человека, который уже превратился в скелет.",В огороде вырос труп.,В трупе вырос огород .,succeeded
86,0,0.0,"""""""Мы занимались школьным интернетом, теперь пришла пора позаниматься интернетом в общежитиях высших учебных заведений"""", - заявил Д.Медведев в четверг на совещании по вопросам социального положения студентов. Президент проводит совещание на базе Российского университета дружбы народов, где, по его словам, в учебных корпусах и общежитиях интернет есть, """"но так - далеко не везде"""".""",В вузах ограничат использование интернета.,В использовании ограничат вузы интернета .,succeeded
87,1,0.0,"""По словам россиянина, перед ним стояла задача - финишировать впереди """"Форс Индии"""". """"Мы начали гонку на покрышках средней жесткости. И я старался отстоять свою позицию на старте, так как все в основном были на мягких шинах"""".""",Соперники выступали преимущественно на мягких шинах.,шины выступали преимущественно на мягких соперниках .,failed
88,0,,"""""""Несмотря на активное противодействие норвежских властей, справедливость в отношении Ирины Бергсет и Саши восторжествовала"""", - сказал адвокат. Младший сын Бергсет, который не имеет российского гражданства, по-прежнему остается в Норвегии. Вернуть его матери вряд ли удастся, поскольку он не имеет российского гражданства.""",Младший сын Бергсет - гражданин Франции.,Младший сын Бергсет - гражданин Франции.,skipped
89,1,1.0,"Как утверждает сама Якуб, она познакомилась с бывшим главой МВФ летом 2012 г. — после окончания скандала вокруг ареста ДСК по обвинению в изнасиловании горничной нью-йоркского отеля Sofitel Нафиссату Диалло. Уголовное дело тогда развалилось, поскольку обвинение не смогло доказать достоверность показаний потерпевшей.",Потерпевшая дала показания.,показания дала потерпевшая .,succeeded
90,1,,"Похищенные деньги, как выяснилось, женщина успела потратить. Украшения вернули пенсионерке. По факту кражи в полиции завели уголовное дело, ведется расследование.",Женщина сумела обокрасть пенсионерку.,Женщина сумела обокрасть пенсионерку.,skipped
91,0,0.0,"Это предполагает законопроект о фонде субсидирования предприятий, которые создают новые рабочие места, рассмотренный комиссией по сельскому хозяйству и пищевой промышленности и предложенный парламенту.",Законопроект завернула комиссия по сельскому хозяйству.,комиссию завернула законопроект по сельскому хозяйству .,succeeded
92,0,0.0,"Но когда злоумышленник пришел к себе домой, то понял, что потерял свой телефон, вырывая сумку из рук пенсионерки.",Пенсионерка украла у злоумышленника телефон.,злоумышленник украла у телефона пенсионерка .,succeeded
93,1,1.0,"""""""Мы однозначно обжалуем это предостережение. Сейчас обсуждаем этот вопрос с юристами"""", - сказала глава Transparency International-R Елена Панфилова в пятницу """"Интерфаксу"""". """"Нас предупредили, что в случае получения какого-либо финансирования из-за рубежа мы должны будем зарегистрироваться в качестве иностранного агента, поскольку занимаемся политической деятельностью"""".""","""""""Мы занимаемся политической деятельностью"""".""",""" "" "" деятельность занимаемся политической нами "" "" . """,succeeded
94,1,,"В городе Ветлуга Нижегородской области на пожаре погибла пенсионерка. По данным регионального ГУ МЧС, частный дом на улице Урицкого загорелся во втором часу ночи. Поскольку все спали, пожар заметили поздно, драгоценное время было упущено.",Все спали и не видели пожара.,Все спали и не видели пожара.,skipped
