,original label,attacked label,original premise,original hypothesis,transformed,attack
10,0,1,"Женщина попросила личным заявлением освободить ее от должности главы министерства государственного имущества республики по собственному желанию, что и было сделано в течении нескольких минут.",Женщина ушла без заявления.,заявления ушла Женщина . без,failed
11,0,0,"Я давно хотела слепить снежный мотоцикл, но вот мы только собрались, примерились к этой куче, а я глянула и поняла, что вижу там только Будду. Доброго такого, пузатого, довольного и умиротворенного, - рассказывает Дарья. - Пока делали, несколько раз приходилось объяснять соседям, что это не развратная женщина, потому что начали с ног.",Снежный Будда сразу понравился соседям.,понравился сразу . Будда соседям Снежный,succeeded
12,0,0,"Концерт стал знаменателен и тем, что во время выступления певица презентовала свой новый альбом.",Во время концертов певица всегда презентует свои новые альбомы.,концертов презентует певица всегда новые время альбомы свои Во .,succeeded
13,1,1,"Молюсь за обоих. Просто хочу обнять своего сына, а прав он или виноват - пусть скажет следствие. Хочется сказать всем оскорбляющим милицию: опомнитесь, милиционеры - это не безликие роботы в форме.",Кто-то оскорбил милицию.,Кто-то милицию . оскорбил,succeeded
14,0,0,"Документы снова вернутся на рассмотрение, поскольку Верховный суд поддержал апелляцию прокуратуры на оправдательный приговор.",Верховный суд завернул апелляцию.,суд . Верховный завернул апелляцию,succeeded
15,0,1,"Затем машину откинуло на полосу встречного движения на Isuzu Forward. - В результате аварии водитель автомобиля Nissan Tino и его два пассажира, среди которых была малолетняя девочка, от полученных травм скончались на месте происшествия, - сообщили «КП-Владивосток» в прокуратуре Приморского края. Суд слушался в особом порядке так как обвиняемый полностью признал свою вину.",Авария произошла в лесу.,произошла . в Авария лесу,failed
16,1,1,"""Сулейманов подчеркнул, что по тонкому льду нельзя ездить на таком примитивном средстве, как мотобуксировщик. Если снегоход еще может проскочить опасное место, то """"мотособака"""" тянет как якорь в любую полынью. - Но рыбаки и дачники активно используют эти машины, потому что стоят они недорого, просты в управлении - к примитивному мотору с ручкой цепляются любые сани.""","Сулейманов объяснил, чем мотобуксировщик опаснее снегохода.","Сулейманов снегохода . чем , мотобуксировщик опаснее объяснил",succeeded
17,0,1,"В какой-то момент между ними возникла ссора, и тогда он несколько раз ударил ножом собутыльника. От полученных ранений потерпевший скончался на месте происшествия. - Во время допроса злоумышленник так и не смог вспомнить причину ссоры, поскольку был сильно пьян.",Потерпевший скончался еще до ссоры.,ссоры . Потерпевший до еще скончался,failed
18,0,0,"Мы попытались это сделать в МГУ. Сначала проложили по дороге. Вынуждены были убрать, потому что невозможно.","Сперва мы проложили по дороге, затем оставили.","мы затем по дороге Сперва оставили проложили , .",succeeded
19,0,0,"""Второй тайм начался в том же стиле: игроки """"Зенита"""" буквально не вылезали из положения вне игры или отправляли мячи в сторону трибун, а футболисты """"Андерлехта"""" выдавали неприятные контратаки. Так прошел час игры, Спалетти решил добавить команде движения и остроты и выпустил Быстрова. Это действительно помогло, потому что у команды сразу начали получаться неплохие атаки, а бельгийцам пришлось отойти назад.""",Второй тайм резко отличался от первого.,Второй первого от . резко отличался тайм,succeeded
20,0,0,"В квартире на 2 этаже находился 70-летний хозяин, когда неожиданно раздался громкий хлопок и погас свет. Оказавшись на кухне, мужчина увидел огонь. После попытки самостоятельно потушить пламя хозяин попытался выйти наружу, потому что из-за дыма стало нечем дышать.",На кухне сушился хлопок.,кухне хлопок На сушился .,succeeded
21,0,0,"""В кассах с утра продавали билеты без предъявления паспорта, а перед самой игрой кассиры решили переписывать данные с документов, что является нарушением закона о сохранении персональных данных. """"После вмешательства РФПЛ и лично Александра Мейтина такой вид реализации билетов был прекращен. А вот на действия полиции это не повлияло, так как им никто не указ"""".""",Кассиры сознательно нарушали закон о сохранении персональных данных.,нарушали Кассиры сознательно данных закон персональных . сохранении о,succeeded
22,1,1,"2 августа пьяные приятели, шагая по грунтовке, увидели оставленную без присмотра «Ниву». Ребята искали кого-нибудь, чтобы вытащить застрявший неподалеку автомобиль своей подруги, но ждать или искать хозяина внедорожника не стали: просто разбили стекло.",Неподалеку застрял автомобиль их подруги.,автомобиль их застрял подруги Неподалеку .,succeeded
23,1,1,"Народ уже задумывается, куда отправится повеселиться.",Народ готовится повеселиться.,Народ повеселиться готовится .,succeeded
24,0,0,"В зарубежной практике примеров подобной нормы, по его мнению, не встречается. В мировой практике акционерное соглашение дополняет или замещает некоторые элементы учредительных документов. Делается это в том числе для того, чтобы сохранить некоторые положения соглашений конфиденциальными, поскольку учредительные документы доступны широкому кругу лиц.",В мировой практике акционерное соглашение только дополняет некоторые элементы учредительных документов.,мировой соглашение документов некоторые элементы дополняет В только практике акционерное учредительных .,succeeded
25,1,1,"""""""В магазинах очереди"""", - рассказала агентству одна из очевидцев, приехавших из Краснодара. Пожилая женщина рассказала, что когда началось наводнение, в доме кроме нее были только двухлетний внук, кошка и собака. Она их подняла на крышу сарая, а сама туда забираться не стала, поскольку побоялась обрушения.""",Пожилая женщина пострадала от наводнения.,от пострадала . женщина Пожилая наводнения,succeeded
26,1,1,"Мне очень жаль, если мои слова восприняли как оскорбление юбилея русского хоккея. Я глубоко уважаю ваш хоккей и хочу поздравить его со знаменательной датой. Русский хоккей всегда занимал одну из главных ролей в мире, и я хочу, чтобы у него было столь же светлое будущее.",Я желаю русскому хоккею светлого будущего.,хоккею желаю будущего . Я светлого русскому,succeeded
27,0,1,"Для нашего региона мясной проект имеет не только экономическое значение, но и играет огромную социальную роль.",Мясной проект сыграл свою роль и будет закрыт.,свою роль Мясной . закрыт проект сыграл и будет,failed
28,1,1,"""""""Я не вижу другого основания скликать правозащитную публику"""". Резник сообщил, что в его приглашении начало встречи указано в 16:30 мск в пятницу. """"Интересно, каким образом будет происходить встреча, поскольку, чтобы попасть в транзитную зону, надо пересекать границу"""".""","Резник рассказал, что написано в его приглашении.","в Резник рассказал . написано его приглашении что ,",succeeded
29,0,0,"Мужчина, который ранее не раз был судим, на улице напал на подростка.",Мужчину уже судили за нападение на подростка.,. Мужчину на подростка за нападение судили уже,succeeded
30,1,1,"На заседании областного Совета при губернаторе по развитию физической культуры и спорта чиновники отметили, что прошедший год был для отрасли успешным.",В областном Совете при губернаторе прошло заседание по развитию физической культуры и спорта.,областном губернаторе развитию и заседание . Совете В при спорта прошло физической по культуры,succeeded
31,0,0,"Приятная новость для тех, кто задумывался об ипотеке, но по разным причинам пока не решался: банковский сектор чутко реагирует на ситуацию и старается предлагать более широкие возможности для клиентов.",Есть плохая новость.,плохая Есть . новость,succeeded
32,1,1,"""""""Сегодня поисковая операция была прекращена, так как она стала слишком опасной"""", - сказал он на условиях анонимности.""",Поисковая операция продолжаться не будет.,продолжаться Поисковая . не будет операция,succeeded
33,0,0,"Предприниматели продолжают устанавливать незаконные постройки, однако власти города на примере Сенной площади уже доказали, что лучше не спорить и убрать свое добро самостоятельно.",Незаконные постройки устанавливать перестали.,постройки Незаконные устанавливать перестали .,succeeded
34,0,1,"Началось все со словесной перепалки, а закончилось рукоприкладством.",Словесная перебранка завершилась стрельбой.,. стрельбой перебранка Словесная завершилась,failed
35,0,1,"Компенсации полагаются каждому из 4234 пассажиров. Также не исключено, что некоторые пассажиры направят иски в суд с требованием о дополнительных компенсациях. В настоящий момент судно охраняется от возможных грабителей, поскольку на его борту остались материальные ценности.",Не каждому из пассажиров положена компенсация.,. каждому из положена пассажиров компенсация Не,failed
36,0,0,"Врачи диагностировали у мужчины перелом плеча и травму тела, которые оцениваются как вред здоровью средней тяжести.",У мужчины восстановилось плечо.,плечо мужчины . восстановилось У,succeeded
37,0,0,"Отметил День защитника отечества, называется.",День защитника отечества вызвал только приятные эмоции.,приятные отечества вызвал . День только эмоции защитника,succeeded
38,0,1,"Пострадавший пробирался между вагонами состава, когда поезд начал движение.",Пострадавший находился в километре от железной дороги.,дороги Пострадавший . находился от километре железной в,failed
39,1,1,"""""""Нам надо совместно проводить жесткую политику: этого не должно быть, мы не должны травить людей. На нашей стороне это карается жестко — это уголовно наказуемое деяние"""", — сказал он. Русый отметил, что если белорусские специалисты выявляют на рынке фальсифицированное продовольствие, тут же сообщают российским коллегам, потому что должна быть """"немедленная реакция"""".""","Белорусы не хотят, чтобы люди травились.","Белорусы люди не чтобы . , хотят травились",succeeded
40,1,1,"Всех пострадавших медики доставили в ближайшую больницу. Областной главк полиции сообщает, что водители находились в трезвом состоянии. По факту дорожного инцидента проводится проверка, после которой примут соответствующее процессуальное решение.",Пострадавшие попали в ближайшую клинику.,. попали клинику ближайшую в Пострадавшие,succeeded
41,0,0,"Это должно дать свой результат - поголовье птиц станет в два раза больше, считают специалисты.",Специалисты пересчитают поголовье птиц другим способом.,другим способом поголовье Специалисты пересчитают птиц .,succeeded
42,0,0,"Как только совы вылечатся, их отпустят в естественную среду. Самим фотографам грозит штраф. Напомним, в конце прошлого года инспекторы уже изымали сов у фотографов.",Совы уже здоровы.,. уже Совы здоровы,succeeded
43,1,1,"""""""Дай бог им здоровья"""", - добавил он. """"Но я предпочитаю меньше обращать на это внимания. Потому что, если придавать этому слишком много значения, это начнёт влиять на принятие решений"""".""",Он пожелал им здоровья.,им пожелал Он здоровья .,succeeded
44,0,0,"Недавно стало известно, что в общественном транспорте столицы и областных городов подорожает проезд.",Проезд подорожает только в общественном транспорте столицы.,столицы транспорте в подорожает Проезд только . общественном,succeeded
45,0,0,"""Ограничения на въезд в Республику Южная Осетия для граждан Российской Федерации и других стран сняты со среды, сообщил журналистам министр иностранных дел республики Мурат Джиоев. """"Ограничения на въезд в Южную Осетию были введены в связи с напряженной обстановкой, которая сложилась в Республике в виду регистрации некоторых кандидатов в президенты РЮО. Поскольку обстановка нормализовалась, было принято решение снять ограничения"""", - сказал министр.""","В Южной Осетии сложилась мирная, благоприятная обстановка.","В сложилась Южной . мирная обстановка благоприятная , Осетии",succeeded
46,1,1,"Спасатели оперативно выехали на место происшествия. К моменту их прибытия машина была объята огнем. Пламя удалось быстро потушить, а вот отстоять автомобиль не удалось.",Машина сгорела.,сгорела . Машина,succeeded
47,0,1,"Как рассказали «Комсомольской правде» в пресс-службе администрации Псковской области, квартиры получили семьи, которые раньше жили в аварийных домах.",Семьи уже переехали из аварийных домов в новые квартиры.,домов . уже из квартиры в Семьи переехали аварийных новые,failed
48,1,1,"""Патриарх Московский и всея Руси Кирилл призвал священников не участвовать в ток-шоу и не стремиться к """"мнимой популярности"""" в социальных сетях. """"Не дай Бог нам, людям церковным, соблазниться мнением о нас в блогах или даже в СМИ. Потому что, поступив так единожды, мы попадаем в ловушку и начинаем делать все, для того чтобы поддерживать сложившийся рейтинг"""".""",Патриарх Московский и всея Руси Кирилл призвал священников отказаться от участия в ток-шоу.,ток-шоу участия призвал в Московский отказаться священников всея от Патриарх . Кирилл и Руси,succeeded
49,0,0,"Силовики также разберутся, как удалось получить разрешение на строительство у мэрии города.",Разрешение на строительство у мэрии города получить не удалось.,удалось на . города получить не Разрешение строительство мэрии у,succeeded
50,0,0,"К спасательной операции подключились силы Национальной гвардии США и дополнительные полицейские подразделения. На грузовиках они подвезли провиант и воду в районы у восточных склонов Скалистых гор, которые в данный момент оказались полностью блокированы в результате разлива рек. Работы осложняются, так как многие дороги оказались непроходимы из-за оползней, спровоцированных разливом воды.",В Европе наводнение.,В наводнение Европе .,succeeded
51,1,1,"Животное пыталось выбраться, но сил уже не хватало. Девушки подбежали к проруби, начали подзывать собаку к себе. Когда она подплыла поближе, они вытащили ее из воды.",Собака попала в прорубь.,в прорубь Собака попала .,succeeded
52,1,1,"Напомним, их обвиняют в получении взяток и посредничестве во взяточничестве.",Им предъявляют обвинения.,обвинения предъявляют Им .,succeeded
53,1,1,"Трижды он был привлечён судебным приставом к административной ответственности по ст. 17.15 КоАП РФ за неисполнение содержащихся в исполнительном документе требований неимущественного характера. Так как срок для добровольного исполнения истёк, пристрой снесли принудительно.",Пристрой был снесен.,снесен Пристрой был .,succeeded
54,1,1,"Рождество Христово - время радости, и этой радостью хочется делиться со всеми, а особенно с теми, кто в ней нуждается: одинокими стариками, мамами, попавшими в трудную ситуацию, - рассказали в хабаровской епархии.",Рождество - радостное время.,время Рождество радостное - .,succeeded
55,0,1,"Для молодого организма это не прошло бесследно. Резкое токсическое воздействие этанола привело к смерти парня. Его тело обнаружила бабушка, которая вернулась на следующий день.",Молодой организм стал сильнее от этанола.,от организм этанола сильнее . стал Молодой,failed
56,0,0,"После праздников электрички области начнут циркулировать по новому расписанию, сообщают в Самарской пригородной пассажирской компании.",В Самарской области сохранится прежнее расписание электричек.,электричек расписание прежнее сохранится В области Самарской .,succeeded
57,0,0,"""По его словам, три вагона сошли с колеи по одной оси на грузовой ветке в районе Белоострова. """"Пострадавших и технологических разрушений нет. Задержек в следовании поездов тоже, поскольку по этой линии пассажирские составы не ходят"""", - сказал собеседник.""",Ничего не случилось только на железной дороге в районе Белоострова.,. дороге только в не Белоострова случилось Ничего районе железной на,succeeded
58,0,0,"Со своими лопатами, совками, ведрами пришли целые семьи, рабочие коллективы, школьные классы. Длина замкнутой стены получилась 116 метров, высота в самой низкой части - 150 сантиметров. Строить было нелегко, так как на улице стоит мороз.",Стену строили всего несколько человек.,. строили человек Стену всего несколько,succeeded
59,1,1,"""""""Это - финальный аккорд предвыборной кампании"""", - сказал В.Бурматов в четверг, которого цитирует сайт """"Единой России"""". По мнению депутата, митинг демонстрирует, что не только содержательная повестка дня, но и улица полностью перехвачена пропутинскими силами. """"И ни о каких оранжевых сценариях говорить уже просто не придется, потому что улица занята нами"""", - заявил парламентарий.""","По мнению депутата, повестка дня перехвачена путинскими силами.",". депутата силами путинскими повестка По мнению дня , перехвачена",succeeded
60,1,1,"""""""Только что я покинул территорию колонии, где находится Маша, и могу сообщить, что ее перевели в изолированный блок медицинской части, где обычно содержатся инфекционные больные"""", - сообщил """"Интерфаксу"""" муж второй участницы группы Надежды Толоконниковой Петр Верзилов. По его словам, во вторник пошли седьмые сутки голодовки Алехиной. Решением администрации колонии она была направлена для наблюдения медиков, так как, по их мнению, ее физическое состояние ухудшилось.""",Мария Алехина направлена для наблюдения медиков.,медиков наблюдения для Мария . направлена Алехина,succeeded
61,0,1,"Малыш, которому исполнилось всего один месяц от роду, скончался от острого отравления алкоголем. Как выяснилось в ходе доследственной проверки, вечером накануне гибели ребенка мать захотела выпить спиртного. Муж не мог ее остановить, потому что в это время был на работе.",Мать не успела выпить спиртного.,спиртного Мать . не выпить успела,failed
62,0,0,"Если посмотреть соотношение EBITDA по нашим компаниям, то они существенно ниже, чем у зарубежных. Почему? Потому что правила работы отрасли все время меняются, и инвесторы сейчас боятся вкладывать в отрасль деньги.",Инвесторы готовы к риску.,Инвесторы к . готовы риску,succeeded
63,1,1,"В Ростовской области спасатели обнародовали количество жителей, которые окунулись на Крещение.",В Ростовской области подсчитали окунувшихся на Крещение.,на Крещение области окунувшихся Ростовской подсчитали В .,succeeded
64,1,1,"Выпивали, веселились, после чего вспыхнула ссора. Гости набросились на хозяйку и избили. Осознав, чем это может грозить, мужчины решили скрыть следы преступления.","Выпивали, веселились, побили хозяйку и испугались содеянного.","и побили испугались содеянного Выпивали , , веселились хозяйку .",succeeded
65,0,1,"Соцзащита населения выделила транспорт, врача. Приехали — все рассказал губернатору. Губернатор сказал, что помогут, выделят деньги.",Губернатор не обещал материальную помощь.,помощь не материальную Губернатор . обещал,failed
66,1,1,"Прибывшие на место стражи порядка следов взлома не обнаружили. Однако установили, что злоумышленник проник в помещение через незапертую форточку. На окне он оставил свои отпечатки пальцев, по которым полицейские и нашли причастного к краже мужчину.",Стражи порядка осмотрели форточку.,Стражи порядка осмотрели форточку .,succeeded
67,1,1,Таксист поблагодарил водителя трамвая за помощь.,Таксисту помог водитель трамвая.,трамвая . водитель Таксисту помог,succeeded
68,1,0,"В случившееся трудно поверить. Произошла огромная трагедия. Уверен, причины будут установлены, но людей не вернёшь.",Люди погибли и их не вернешь.,погибли не и . их Люди вернешь,failed
69,1,1,"""Ростуризм завершает формальности для транспортировки тел погибших в Альпах российских туристов, сообщили агентству """"Интерфакс-Юг"""" в Южном региональном центре МЧС России. """"Все формальности сейчас решаются. Здесь проблем не будет, так как туристы были застрахованы.""",В Альпах погибли туристы из России.,туристы погибли Альпах России из В .,succeeded
70,0,0,"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.",У меня не осталось даже футбола.,меня даже . осталось не футбола У,succeeded
71,1,1,"Об этом «Комсомольской правде»-Красноярск сообщили в пресс-службе краевого следственного комитета. Как доказали следствие и суд, эта женщина, используя свое служебное положение, устроила на работу учителями четверых своих знакомых. Но фактически те не работали, а их зарплату снимала с карт сама директор.",Женщина совершила подлог.,. Женщина совершила подлог,succeeded
72,0,0,"Злостный алиментщик решил провернуть незаконную сделку, чтобы не попасть в поле зрения судебных приставов.",Алиментщик находился в поле зрения судебных приставов.,находился зрения поле Алиментщик в . приставов судебных,succeeded
73,1,1,"Я сегодня первый раз вышла. Когда волна недовольства только начинала подниматься, я как-то равнодушно к этому отнеслась. Тогда муж сказал, что хочет пойти на Болотную - даже пыталась его отговорить, так как очень испугалась, что его могут замести.",Я пыталась отговорить мужа.,пыталась . мужа Я отговорить,succeeded
74,1,0,"""ЛГБТ-активисту Николаю Алексееву, который был признан виновным в пропаганде гомосексуализма, стоит обратиться в Конституционный суд РФ, считает член Общественной палаты РФ, президент адвокатской палаты Москвы Генри Резник. """"Николаю Алексееву надо идти обжаловать вынесенное решение в кассационном суде, а затем обращаться в Конституционный суд, который, скорее всего, признает питерский закон о запрете пропаганды гомосексуализма неконституционным"""", - сказал Резник в пятницу """"Интерфаксу"""". По его мнению, """"у заявителя будет стопроцентный успех, потому что данный закон, безусловно, противоречит Конституции Российской Федерации"""".""","Адвокат Генри Резник считает, что в Конституционном суде РФ ЛГБТ-активист успешно оспорит обвинение в пропаганде гомосексуализма.","гомосексуализма Резник в . Адвокат считает суде в обвинение Генри , ЛГБТ-активист успешно Конституционном пропаганде РФ оспорит что",failed
75,1,1,"""В церемонии приняли участие премьер-министр РФ Дмитрий Медведев и мэр столицы Сергей Собянин. """"Мы думаем здесь лестницу сделать, чтобы иногда можно было подниматься наверх"""", - сказал Собянин Медведеву. Градоначальник отметил, что лифт лучше в данном случае не делать, так как это очень сложное инженерное сооружение.""",Собянин и Медведев участвовали в церемонии.,участвовали в Медведев Собянин и . церемонии,succeeded
76,0,1,"Банкротство было громким - банком в Новокузнецке пользовались не только многие частные лица, но и бюджетные организации, в том числе администрация города. На первом же заседании подсудимый попытался отвести весь состав суда – под предлогом того, что судьи также были вкладчиками «НМБ» и поэтому могут предвзято к нему отнестись. Однако в ходатайстве было отказано, так как подобных обстоятельств не установлено.",Cудьи также были вкладчиками «НМБ».,. были вкладчиками « также Cудьи » НМБ,failed
77,1,1,"Хозяин авто рассказал оперативникам, что приехал на машине в гости к знакомому.",Оперативники пообщались с хозяином машины.,пообщались Оперативники с хозяином машины .,succeeded
78,1,1,"""Коллектив вуза принял решение подать иски в суды о защите чести и достоинства института, подать заявление в прокуратуру с просьбой проверить процедуру мониторинга эффективности вузов и провести """"протестный митинг против политики министерства образования"""". Студенты РГТЭУ ранее бастовали две ночи подряд - с 18 по 20 декабря против того, что их институт попал в список вузов с признаками неэффективности. Забастовка была прекращена, поскольку у студентов появилась надежда, что с ситуацией разберутся в руководстве государства.""",Студенты РГТЭУ бастовали две ночи подряд.,. Студенты РГТЭУ ночи две подряд бастовали,succeeded
79,1,1,"""Калужские оперативники вернули в четверг медынской районной больнице Калужской области похищенный автомобиль """"скорой помощи"""", сообщает пресс-служба регионального управления МВД. Машину угнали в городе Медынь ночью 30 октября. Вычислить преступников по спутниковой системе слежения не представлялось возможным, так как она находилась в нерабочем состоянии.""","""У медынской районной больницы украли автомобиль """"скорой помощи"""".""",скорой '' украли районной `` . '' помощи '' У `` '' медынской автомобиль больницы,succeeded
80,0,0,"Мужчина, который ранее не раз был судим, на улице напал на подростка.",Мужчина ненавидел подростков.,Мужчина . ненавидел подростков,succeeded
81,0,1,"Врачи пытались спасти потерпевшего, но он умер в больнице. Сейчас подозреваемый задержан. Ведутся следственные действия.","Потерпевший умер, подозреваемый тоже.","подозреваемый Потерпевший умер . , тоже",failed
82,0,0,"""""""Мы занимались школьным интернетом, теперь пришла пора позаниматься интернетом в общежитиях высших учебных заведений"""", - заявил Д.Медведев в четверг на совещании по вопросам социального положения студентов. Президент проводит совещание на базе Российского университета дружбы народов, где, по его словам, в учебных корпусах и общежитиях интернет есть, """"но так - далеко не везде"""".""",В вузах ограничат использование интернета.,. В вузах ограничат интернета использование,succeeded
83,1,1,"""По словам россиянина, перед ним стояла задача - финишировать впереди """"Форс Индии"""". """"Мы начали гонку на покрышках средней жесткости. И я старался отстоять свою позицию на старте, так как все в основном были на мягких шинах"""".""",Соперники выступали преимущественно на мягких шинах.,Соперники преимущественно выступали мягких шинах на .,succeeded
84,0,0,"""""""Несмотря на активное противодействие норвежских властей, справедливость в отношении Ирины Бергсет и Саши восторжествовала"""", - сказал адвокат. Младший сын Бергсет, который не имеет российского гражданства, по-прежнему остается в Норвегии. Вернуть его матери вряд ли удастся, поскольку он не имеет российского гражданства.""",Младший сын Бергсет - гражданин Франции.,. сын гражданин Младший Бергсет - Франции,succeeded
85,1,1,"Похищенные деньги, как выяснилось, женщина успела потратить. Украшения вернули пенсионерке. По факту кражи в полиции завели уголовное дело, ведется расследование.",Женщина сумела обокрасть пенсионерку.,пенсионерку . обокрасть сумела Женщина,succeeded
86,0,0,"Это предполагает законопроект о фонде субсидирования предприятий, которые создают новые рабочие места, рассмотренный комиссией по сельскому хозяйству и пищевой промышленности и предложенный парламенту.",Законопроект завернула комиссия по сельскому хозяйству.,завернула сельскому по . Законопроект хозяйству комиссия,succeeded
87,1,1,"""""""Мы однозначно обжалуем это предостережение. Сейчас обсуждаем этот вопрос с юристами"""", - сказала глава Transparency International-R Елена Панфилова в пятницу """"Интерфаксу"""". """"Нас предупредили, что в случае получения какого-либо финансирования из-за рубежа мы должны будем зарегистрироваться в качестве иностранного агента, поскольку занимаемся политической деятельностью"""".""","""""""Мы занимаемся политической деятельностью"""".""",'' . '' деятельностью '' занимаемся политической Мы `` `` '',succeeded
88,1,1,"В городе Ветлуга Нижегородской области на пожаре погибла пенсионерка. По данным регионального ГУ МЧС, частный дом на улице Урицкого загорелся во втором часу ночи. Поскольку все спали, пожар заметили поздно, драгоценное время было упущено.",Все спали и не видели пожара.,спали видели не и пожара . Все,succeeded
89,1,0,"Как рассказали «Комсомольской правде» в пресс-службе администрации города, около медицинского учреждения началась установка автобусной остановки.",Новую автобусную остановку устанавливают.,остановку автобусную Новую . устанавливают,failed
90,1,1,"Ведь тут 50 на 50. Ты приехал перед олимпийскими играми покататься на местных трассах, а снега нет, и сидишь неделю в ожидании хорошей погоды, а твои конкуренты в это время спокойно готовятся в другом месте и приезжают на саму Олимпиаду в тонусе и с боевым азартом. А ты кислый, потому что уже не первую неделю в гостинице сидишь.",Отсутствие снега может заставить спортсмена киснуть в гостинице.,может киснуть снега гостинице в Отсутствие заставить . спортсмена,succeeded
91,0,0,"Новогодние герои приветствовали прохожих, поднимали настроение песнями и репликами, которые раздавались из динамика.",Новогодние герои портили настроение прохожим.,герои Новогодние прохожим портили настроение .,succeeded
92,0,0,"А его приятель параллельно избивал жертву ногами. Когда мужчина перестал подавать признаки жизни, убийцы скрылись, бросив труп на улице. На утро его обнаружил хозяин гаража, который во время драки лег спать.",Убийца был один.,был Убийца один .,succeeded
93,0,1,"Подробности преступления рассказали в Следственном комитете по Кировской области. Известно, что пенсионерка работала на местного предпринимателя - принимала ягоды и грибы, которые собирали местные жители, а потом отправляла их на продажу. Ее односельчанин знал, что у женщины с собой крупная сумма денег, а поскольку сам он нигде не работал, решил ее ограбить.",Пенсионерка сушила грибы.,сушила Пенсионерка . грибы,failed
